_id,author,date,journal,keywords,org,country,title,url,
59a8bf531d41c81f54ab308f,"Mayer J, Shen S, South BR, Meystre S, Friedlin FJ, Ray WR, Samore M.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";IDEAS Center SLCVA Healthcare System, Salt Lake City, Utah, USA.",";IDEAS Center SLCVA Healthcare System, Salt Lake City, Utah, USA.",Inductive creation of an annotation schema and a reference standard for de-identification of VA electronic clinical notes.,https://www.ncbi.nlm.nih.gov/pubmed/20351891,
59a8bf531d41c81f54ab3090,"Lowe HJ, Huang Y, Regula DP.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Center for Clinical Informatics, Stanford University, Stanford, CA, USA.",";Center for Clinical Informatics, Stanford University, Stanford, CA, USA.",Using a statistical natural language Parser augmented with the UMLS specialist lexicon to assign SNOMED CT codes to anatomic sites and pathologic diagnoses in full text pathology reports.,https://www.ncbi.nlm.nih.gov/pubmed/20351885,
59a8bf541d41c81f54ab3091,"Liu S, Ni Y, Mei J, Li H, Xie G, Hu G, Liu H, Hou X, Pan Y.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";IBM China Research Laboratory, ZGC Software Park 19A, Beijing 100193, China.",";IBM China Research Laboratory, ZGC Software Park 19A, Beijing 100193, China.",iSMART: Ontology-based Semantic query of CDA documents.,https://www.ncbi.nlm.nih.gov/pubmed/20351883,
59a8bf551d41c81f54ab3092,"Levy MA, O'Connor MJ, Rubin DL.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Stanford University, Stanford, CA, USA.",";Stanford University, Stanford, CA, USA.",Semantic reasoning with image annotations for tumor assessment.,https://www.ncbi.nlm.nih.gov/pubmed/20351880,
59a8bf551d41c81f54ab3093,"Irwin JY, Harkema H, Christensen LM, Schleyer T, Haug PJ, Chapman WW.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";University of Pittsburgh, Pittsburgh, PA, USA.",";University of Pittsburgh, Pittsburgh, PA, USA.",Methodology to develop and evaluate a semantic representation for NLP.,https://www.ncbi.nlm.nih.gov/pubmed/20351863,
59a8bf561d41c81f54ab3094,"Hernandez P, Podchiyska T, Weber S, Ferris T, Lowe H.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Center for Clinical Informatics, Stanford University, Stanford, CA, USA.",";Center for Clinical Informatics, Stanford University, Stanford, CA, USA.",Automated mapping of pharmacy orders from two electronic health record systems to RxNorm within the STRIDE clinical data warehouse.,https://www.ncbi.nlm.nih.gov/pubmed/20351858,
59a8bf571d41c81f54ab3095,"Figueroa RL, Zeng-Treitler Q, Goryachev S, Wiechmann EP.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Dep. Ing. Electrica, Fac. de Ingenieria Universidad de Concepcion, Concepcion, Chile.",";Dep. Ing. Electrica, Fac. de Ingenieria Universidad de Concepcion, Concepcion, Chile.",Tailoring vocabularies for NLP in sub-domains: a method to detect unused word sense.,https://www.ncbi.nlm.nih.gov/pubmed/20351847,
59a8bf571d41c81f54ab3096,"Chen ES, Maloney FL, Shilmayster E, Goldberg HS.",2009 Nov 14,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Center for Clinical & Translational Science, University of Vermont, Burlington, VT, USA.",";Center for Clinical & Translational Science, University of Vermont, Burlington, VT, USA.",Laying the groundwork for enterprise-wide medical language processing services: architecture and process.,https://www.ncbi.nlm.nih.gov/pubmed/20351830,
59a8bf581d41c81f54ab3097,"Hripcsak G, Elhadad N, Chen YH, Zhou L, Morrison FP.",2009 Mar,Journal of the American Medical Informatics Association : JAMIA,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, College of Physicians and Surgeons, 622 West 168 Street, VC-5, New York, NY 10032, USA.",";Department of Biomedical Informatics, Columbia University, College of Physicians and Surgeons, 622 West 168 Street, VC-5, New York, NY 10032, USA.",Using empiric semantic correlation to interpret temporal assertions in clinical texts.,https://www.ncbi.nlm.nih.gov/pubmed/19074297,
59a8bf5a1d41c81f54ab3098,"Vittorini P, Tarquinio A, di Orio F.",2009 Mar,Computer methods and programs in biomedicine,KEYWORDS_NA,";Department of Internal Medicine and Public Health, University of L'Aquila, Via S. Salvatore 1, 67010 L'Aquila, Italy. pierpaolo.vittorini@cc.univaq.it",";Department of Internal Medicine and Public Health, University of L'Aquila, Via S. Salvatore 1, 67010 L'Aquila, Italy. pierpaolo.vittorini@cc.univaq.it","XML technologies for the Omaha System: a data model, a Java tool and several case studies supporting home healthcare.",https://www.ncbi.nlm.nih.gov/pubmed/19070934,
59a8bf5a1d41c81f54ab3099,"Vincze V, Szarvas G, Farkas R, Móra G, Csirik J.",2008 Nov 19,BMC bioinformatics,KEYWORDS_NA,";University of Szeged, Department of Informatics, Human Language Technology Group, Arpád tér 2, Szeged, Hungary. vinczev@inf.u-szeged.hu",";University of Szeged, Department of Informatics, Human Language Technology Group, Arpád tér 2, Szeged, Hungary. vinczev@inf.u-szeged.hu","The BioScope corpus: biomedical texts annotated for uncertainty, negation and their scopes.",https://www.ncbi.nlm.nih.gov/pubmed/19025695,
59a8bf5b1d41c81f54ab309a,"Roberts A, Gaizauskas R, Hepple M, Guo Y.",2008 Nov 19,BMC bioinformatics,KEYWORDS_NA,";Department of Computer Science, University of Sheffield, Regent Court, 211 Portobello, Sheffield S14DP, UK. a.roberts@dcs.shef.ac.uk",";Department of Computer Science, University of Sheffield, Regent Court, 211 Portobello, Sheffield S14DP, UK. a.roberts@dcs.shef.ac.uk",Mining clinical relationships from patient narratives.,https://www.ncbi.nlm.nih.gov/pubmed/19025689,
59a8bf5c1d41c81f54ab309b,"Fiszman M, Demner-Fushman D, Kilicoglu H, Rindflesch TC.",2009 Oct,Journal of biomedical informatics,KEYWORDS_NA,";National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Bldg 38A, Rm B1N-28J, Bethesda, MD 20894, USA. fiszmanm@mail.nih.gov",";National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Bldg 38A, Rm B1N-28J, Bethesda, MD 20894, USA. fiszmanm@mail.nih.gov",Automatic summarization of MEDLINE citations for evidence-based medical treatment: a topic-oriented evaluation.,https://www.ncbi.nlm.nih.gov/pubmed/19022398,
59a8bf5c1d41c81f54ab309c,Bodenreider O.,2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";National Library of Medicine, Bethesda, MD, USA. olivier@nlm.nih.gov",";National Library of Medicine, Bethesda, MD, USA. olivier@nlm.nih.gov",Issues in mapping LOINC laboratory tests to SNOMED CT.,https://www.ncbi.nlm.nih.gov/pubmed/18999311,
59a8bf5d1d41c81f54ab309d,"Kwak M, Boo Y, Ahn S, Choi D, Kim Y.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Center for Interoperable EHR, Korea.",";Center for Interoperable EHR, Korea.",A development of conceptual framework for structured data entry in procedure.,https://www.ncbi.nlm.nih.gov/pubmed/18999310,
59a8bf5e1d41c81f54ab309e,"Denny JC, Miller RA, Johnson KB, Spickard A 3rd.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Vanderbilt University School of Medicine, Nashville, TN, USA.",";Vanderbilt University School of Medicine, Nashville, TN, USA.",Development and evaluation of a clinical note section header terminology.,https://www.ncbi.nlm.nih.gov/pubmed/18999303,
59a8bf5e1d41c81f54ab309f,"Li L, Chase HS, Patel CO, Friedman C, Weng C.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",Comparing ICD9-encoded diagnoses and NLP-processed discharge summaries for clinical trials pre-screening: a case study.,https://www.ncbi.nlm.nih.gov/pubmed/18999285,
59a8bf5f1d41c81f54ab30a0,"Van Vleck TT, Wilcox A, Stetson PD, Johnson SB, Elhadad N.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",Content and structure of clinical problem lists: a corpus analysis.,https://www.ncbi.nlm.nih.gov/pubmed/18999284,
59a8bf601d41c81f54ab30a1,"Behta M, Friedman G, Manber M, Jordan D.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";NewYork-Presbyterian Hospital, New York, NY, USA.",";NewYork-Presbyterian Hospital, New York, NY, USA.",Evaluation of an automated inferencing engine generating ICD-9CM codes for physician and hospital billing.,https://www.ncbi.nlm.nih.gov/pubmed/18999274,
59a8bf601d41c81f54ab30a2,"Post AR, Harrison JH.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Clinical Informatics Division, Dept. of Public Health Sciences, University of Virginia, Charlottesville, VA, USA.",";Clinical Informatics Division, Dept. of Public Health Sciences, University of Virginia, Charlottesville, VA, USA.",Concept similarity in publications precedes cross-disciplinary collaboration.,https://www.ncbi.nlm.nih.gov/pubmed/18999254,
59a8bf611d41c81f54ab30a3,"Denny JC, Spickard A 3rd.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Vanderbilt University School of Medicine, Nashville, TN, USA.",";Vanderbilt University School of Medicine, Nashville, TN, USA.",Automated capture and assessment of medical student clinical experience.,https://www.ncbi.nlm.nih.gov/pubmed/18999239,
59a8bf631d41c81f54ab30a4,"Patel R, Hanratty M, Johnson J, Saxman P, Shah A, Zheng K.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";University of Michigan, Ann Arbor, MI, USA.",";University of Michigan, Ann Arbor, MI, USA.",Casepedia: a Web 2.0 case repository enabling collaborative learning.,https://www.ncbi.nlm.nih.gov/pubmed/18999234,
59a8bf651d41c81f54ab30a5,"Brown SH, Elkin PL, Rosenbloom ST, Fielstein E, Speroff T.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Veterans Affairs Nashville TN, USA.",";Department of Veterans Affairs Nashville TN, USA.",eQuality for all: Extending automated quality measurement of free text clinical narratives.,https://www.ncbi.nlm.nih.gov/pubmed/18999230,
59a8bf661d41c81f54ab30a6,"Bray BE, Fiszman M, Shin D, Rindflesch TC.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";National Library of Medicine, Bethesda, MD; University of Utah, Salt Lake City, UT, USA.",";National Library of Medicine, Bethesda, MD; University of Utah, Salt Lake City, UT, USA.",Using semantic predications to characterize the clinical cardiovascular literature.,https://www.ncbi.nlm.nih.gov/pubmed/18999227,
59a8bf671d41c81f54ab30a7,"Paterno MD, Schaeffer M, Van Putten C, Wright A, Chen ES, Goldberg HS.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Clinical Informatics Research & Development, Partners HealthCare System, Inc, Boston, MA, USA.",";Clinical Informatics Research & Development, Partners HealthCare System, Inc, Boston, MA, USA.",Challenges in creating an enterprise clinical rules service.,https://www.ncbi.nlm.nih.gov/pubmed/18999221,
59a8bf681d41c81f54ab30a8,"Burton MM, Simonaitis L, Schadow G.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Regenstrief Institute,Indiana University School of Medicine; and Indiana University Schoolof Informatics, USA.",";Regenstrief Institute,Indiana University School of Medicine; and Indiana University Schoolof Informatics, USA.",Medication and indication linkage: A practical therapy for the problem list?,https://www.ncbi.nlm.nih.gov/pubmed/18999215,
59a8bf681d41c81f54ab30a9,"Ruch P, Gobeilla J, Tbahritia I, Geissbühlera A.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Medical Informatics Service, University and University Hospitals of Geneva, Geneva, Switzerland. patrick.ruch@sim.hcuge.ch",";Medical Informatics Service, University and University Hospitals of Geneva, Geneva, Switzerland. patrick.ruch@sim.hcuge.ch",From episodes of care to diagnosis codes: automatic text categorization for medico-economic encoding.,https://www.ncbi.nlm.nih.gov/pubmed/18999206,
59a8bf691d41c81f54ab30aa,"Patel CO, Weng C.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",ECRL: an eligibility criteria representation language based on the UMLS Semantic Network.,https://www.ncbi.nlm.nih.gov/pubmed/18999200,
59a8bf6a1d41c81f54ab30ab,"Yang JJ, Cohen AM, McDonagh MS.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Portland Center for the Evaluation of Clinical Services, Portland VA Medical Center, USA.",";Portland Center for the Evaluation of Clinical Services, Portland VA Medical Center, USA.",SYRIAC: The systematic review information automated collection system a data warehouse for facilitating automated biomedical text classification.,https://www.ncbi.nlm.nih.gov/pubmed/18999194,
59a8bf6c1d41c81f54ab30ac,"Aronsky D, Jones I, Raines B, Hemphill R, Mayberry SR, Luther MA, Slusser T.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Emergency Medicine,Vanderbilt University, Nashville, TN, USA.",";Department of Biomedical Informatics, Emergency Medicine,Vanderbilt University, Nashville, TN, USA.",An integrated computerized triage system in the emergency department.,https://www.ncbi.nlm.nih.gov/pubmed/18999190,
59a8bf6c1d41c81f54ab30ad,"Sharp M, Bodenreider O, Wacholder N.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";U.S. National Library of Medicine, Bethesda, MD, USA.",";U.S. National Library of Medicine, Bethesda, MD, USA.",A framework for characterizing drug information sources.,https://www.ncbi.nlm.nih.gov/pubmed/18999182,
59a8bf6d1d41c81f54ab30ae,"Ruiz EE, Chilov M, Johnson SB, Mendonça EA.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",Developing multilevel search filters for clinical questions represented as conceptual graphs.,https://www.ncbi.nlm.nih.gov/pubmed/18999180,
59a8bf6d1d41c81f54ab30af,"Were MC, Meeks-Johnson J, Overhage JM.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Indiana University School of Medicine, Regenstrief Institute, Inc., IN, USA.",";Indiana University School of Medicine, Regenstrief Institute, Inc., IN, USA.",Enhanced laboratory reports: using health information exchange data to provide contextual information to laboratory results for practices without electronic records.,https://www.ncbi.nlm.nih.gov/pubmed/18999174,
59a8bf6e1d41c81f54ab30b0,"Xu R, Supekar K, Morgan A, Das A, Garber A.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Center for Biomedical Informatics Research, Stanford University, CA, USA. xurong@stanford.edu",";Center for Biomedical Informatics Research, Stanford University, CA, USA. xurong@stanford.edu",Unsupervised method for automatic construction of a disease dictionary from a large free text collection.,https://www.ncbi.nlm.nih.gov/pubmed/18999169,
59a8bf6e1d41c81f54ab30b1,"Shankar RD, Arkalgud S, O'Connor M, Boyce KS, Parrish DB, Das AK.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Stanford Center for Biomedical Informatics Research, Stanford University, CA, USA.",";Stanford Center for Biomedical Informatics Research, Stanford University, CA, USA.",TrialWiz: an ontology-driven tool for authoring clinical trial protocols.,https://www.ncbi.nlm.nih.gov/pubmed/18999161,
59a8bf6f1d41c81f54ab30b2,"Wang X, Chused A, Elhadad N, Friedman C, Markatou M.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics,Columbia University, New York, NY, USA.",";Department of Biomedical Informatics,Columbia University, New York, NY, USA.",Automated knowledge acquisition from clinical narrative reports.,https://www.ncbi.nlm.nih.gov/pubmed/18999156,
59a8bf701d41c81f54ab30b3,"Herasevich V, Afessa B, Chute CG, Gajic O.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Mayo Clinic, Rochester, MN, USA.",";Mayo Clinic, Rochester, MN, USA.",Designing and testing computer based screening engine for severe sepsis/septic shock.,https://www.ncbi.nlm.nih.gov/pubmed/18999146,
59a8bf701d41c81f54ab30b4,"Taira RK, Bui A, Hsu W, Bashyam V, Dube S, Watt E, Andrada L, El-Saden S, Cloughesy T, Kangarloo H.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Medical Imaging Informatics, UCLA, Los Angeles, CA, USA.",";Medical Imaging Informatics, UCLA, Los Angeles, CA, USA.",A tool for improving the longitudinal imaging characterization for neuro-oncology cases.,https://www.ncbi.nlm.nih.gov/pubmed/18999139,
59a8bf711d41c81f54ab30b5,"Kuziemsky C, O'Sullivan D, Michalowski W, Wilk S, Farion K.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Telfer School of Management, University of Ottawa, Ottawa, Canada.",";Telfer School of Management, University of Ottawa, Ottawa, Canada.",A constraint satisfaction approach to data-driven implementation of clinical practice guidelines.,https://www.ncbi.nlm.nih.gov/pubmed/18999133,
59a8bf711d41c81f54ab30b6,"Goryachev S, Kim H, Zeng-Treitler Q.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Decision Systems Group, Brigham and Women's Hospital, Harvard Medical School,Boston, MA, USA.",";Decision Systems Group, Brigham and Women's Hospital, Harvard Medical School,Boston, MA, USA.",Identification and extraction of family history information from clinical reports.,https://www.ncbi.nlm.nih.gov/pubmed/18999129,
59a8bf721d41c81f54ab30b7,"Fiszman M, Ortiz E, Bray BE, Rindflesch TC.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";National Library of Medicine, Bethesda, MD, USA.",";National Library of Medicine, Bethesda, MD, USA.",Semantic processing to support clinical guideline development.,https://www.ncbi.nlm.nih.gov/pubmed/18999127,
59a8bf731d41c81f54ab30b8,Nachimuthu SK.,2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, University of Utah, Salt Lake City, UT, USA.",";Department of Biomedical Informatics, University of Utah, Salt Lake City, UT, USA.",Vocabulary metadata service for terminology servers to handle variations in design of various biomedical terminologies.,https://www.ncbi.nlm.nih.gov/pubmed/18999125,
59a8bf731d41c81f54ab30b9,"Gettinger A, Chaimberg K, Spence B, Nelan J.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Dartmouth-Hitchcock Medical Center, Lebanon, NH, USA.",";Dartmouth-Hitchcock Medical Center, Lebanon, NH, USA.",High-level alerting for rare but critical clinical conditions.,https://www.ncbi.nlm.nih.gov/pubmed/18999110,
59a8bf741d41c81f54ab30ba,"Liu H, Li X, Yoon V, Clarke R.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Lombardi Comprehensive Cancer Center, Georgetown University Medical Center,Washington, DC, USA.",";Lombardi Comprehensive Cancer Center, Georgetown University Medical Center,Washington, DC, USA.",Annotating breast cancer microarray samples using ontologies.,https://www.ncbi.nlm.nih.gov/pubmed/18999108,
59a8bf751d41c81f54ab30bb,"Cormont S, Buemi A, Horeau T, Zweigenbaum P, Lepage E.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Assistance Publique-Hôpitaux de Paris, Si-DoPa, F-75683 Paris, France.",";Assistance Publique-Hôpitaux de Paris, Si-DoPa, F-75683 Paris, France.",Construction of a dictionary of laboratory tests mapped to LOINC at AP-HP.,https://www.ncbi.nlm.nih.gov/pubmed/18999107,
59a8bf751d41c81f54ab30bc,"Lai AM, Parsons S, Hripcsak G.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",";Department of Biomedical Informatics, Columbia University, New York, NY, USA.",Fuzzy temporal constraint networks for clinical information.,https://www.ncbi.nlm.nih.gov/pubmed/18999106,
59a8bf761d41c81f54ab30bd,"Deus HF, Stanislaus R, Behrens C, Wistuba II, Minna JD, Garner HR, Swisher SG, Roth JA, Correa AM, Broom B, Coombes K, Almeida JS.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa, Department of Bioinformatics and Computational Biology, University of Texas M.D. Anderson Cancer Center, Houston, Texas, USA.",";Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa, Department of Bioinformatics and Computational Biology, University of Texas M.D. Anderson Cancer Center, Houston, Texas, USA.",Data driven semantic integration of translational lung cancer research at MDAnderson Cancer Center.,https://www.ncbi.nlm.nih.gov/pubmed/18999102,
59a8bf761d41c81f54ab30be,"Yu H, Cao YG.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Departments of Health Sciences, Computer Science, Medical InformatiUniversity of Wisconsin-Milwaukee, Wisconsin, USA.",";Departments of Health Sciences, Computer Science, Medical InformatiUniversity of Wisconsin-Milwaukee, Wisconsin, USA.",Automatically extracting information needs from Ad Hoc clinical questions.,https://www.ncbi.nlm.nih.gov/pubmed/18999100,
59a8bf771d41c81f54ab30bf,"Klann J, McCoy JM.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Indiana University, Indianapolis, IN; Regenstrief Institute, Indianapolis, IN, USA.",";Indiana University, Indianapolis, IN; Regenstrief Institute, Indianapolis, IN, USA.","Patient record 2.0: using structured clinical documents to provide ranked, relevant display of patient records.",https://www.ncbi.nlm.nih.gov/pubmed/18999098,
59a8bf791d41c81f54ab30c0,"Bahr NJ, Cohen AM.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Oregon Health and Science University, Portland ,OR, USA",";Oregon Health and Science University, Portland ,OR, USA",Discovering synergistic qualities of published authors to enhance translational research.,https://www.ncbi.nlm.nih.gov/pubmed/18999089,
59a8bf791d41c81f54ab30c1,"Kaushik S, Khan A, Kaushik S, Lindenmayer JP.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Manhattan Psychiatric Center, NY, USA.",";Manhattan Psychiatric Center, NY, USA.",Interface for electronic data capture systems for clinical trials by optimal utilization of available hospital resources.,https://www.ncbi.nlm.nih.gov/pubmed/18999083,
59a8bf7a1d41c81f54ab30c2,"Solti I, Gennari JH, Payne T, Solti M, Tarczy-Hornoch P.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";University of Washington, Seattle, WA, USA.",";University of Washington, Seattle, WA, USA.",Natural language processing of clinical trial announcements: exploratory-study of building an automated screening application.,https://www.ncbi.nlm.nih.gov/pubmed/18999081,
59a8bf7b1d41c81f54ab30c3,"Breydo EM, Chu JT, Turchin A.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Clinical Informatics Research and Development, Partners HealthCare, Boston, MA, USA.",";Clinical Informatics Research and Development, Partners HealthCare, Boston, MA, USA.",Identification of inactive medications in narrative medical text.,https://www.ncbi.nlm.nih.gov/pubmed/18999079,
59a8bf7c1d41c81f54ab30c4,"Chen ES, Wright A, Maloney FL, Van Putten C, Paterno MD, Goldberg HS.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Clinical Informatics Research & Development, Partners HealthCare System, Wellesley, MA, USA.",";Clinical Informatics Research & Development, Partners HealthCare System, Wellesley, MA, USA.",Enhancing clinical problem lists through data mining and natural language processing.,https://www.ncbi.nlm.nih.gov/pubmed/18999076,
59a8bf7c1d41c81f54ab30c5,"de Bruijn B, Carini S, Kiritchenko S, Martin J, Sim I.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Institute for Information Technology, National Research Council, Ottawa, Ontario, Canada.",";Institute for Information Technology, National Research Council, Ottawa, Ontario, Canada.",Automated information extraction of key trial design elements from clinical trial publications.,https://www.ncbi.nlm.nih.gov/pubmed/18999067,
59a8bf7d1d41c81f54ab30c6,"Schulz S, Daumke P, Fischer P, Müller M.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Institute of Medical Biometry und Medical Informatics, University Medical Center Freiburg, Germany.",";Institute of Medical Biometry und Medical Informatics, University Medical Center Freiburg, Germany.",Evaluation of a document search engine in a clinical department system.,https://www.ncbi.nlm.nih.gov/pubmed/18999064,
59a8bf7e1d41c81f54ab30c7,"Silvey SA, Schulte J, Smaltz DH, Kamal J.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Information Warehouse, Ohio State University Medical Center, Columbus, Ohio, USA.",";Information Warehouse, Ohio State University Medical Center, Columbus, Ohio, USA.",Honest broker protocol streamlines research access to data while safeguarding patient privacy.,https://www.ncbi.nlm.nih.gov/pubmed/18999058,
59a8bf7f1d41c81f54ab30c8,"Solti I, Aaronson B, Fletcher G, Solti M, Gennari JH, Cooper M, Payne T.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";University of Washington, Seattle, WA, USA.",";University of Washington, Seattle, WA, USA.",Building an automated problem list based on natural language processing: lessons learned in the early phase of development.,https://www.ncbi.nlm.nih.gov/pubmed/18999050,
59a8bf801d41c81f54ab30c9,"Wattanasin N, Peng Z, Raine C, Mitchell M, Wang C, Murphy SN.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Massachusetts General Hospital, Partners HealthCare System, Inc., Boston, MA, USA.",";Massachusetts General Hospital, Partners HealthCare System, Inc., Boston, MA, USA.",E-facts: business process management in clinical data repositories.,https://www.ncbi.nlm.nih.gov/pubmed/18999043,
59a8bf801d41c81f54ab30ca,"Dhaval R, Borlawsky T, Ostrander M, Santangelo J, Kamal J, Payne PR.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";Ohio State University Medical Center, Information Warehouse, Columbus, OH, USA.",";Ohio State University Medical Center, Information Warehouse, Columbus, OH, USA.",Implementation of a metadata architecture and knowledge collection to support semantic interoperability in an enterprise data warehouse.,https://www.ncbi.nlm.nih.gov/pubmed/18999040,
59a8bf811d41c81f54ab30cb,"Spence JM, Walji MF, Valenza JA, Taylor CD.",2008 Nov 6,AMIA ... Annual Symposium proceedings. AMIA Symposium,KEYWORDS_NA,";University of Texas Health Science Center at Houston, Dental Branch, Houston, TX, USA.",";University of Texas Health Science Center at Houston, Dental Branch, Houston, TX, USA.",Use of electronic forms within an electronic patient record to create an institutional clinical data repository.,https://www.ncbi.nlm.nih.gov/pubmed/18999032,
